titolare	domanda_id	database
FERRARI ANTONIO FUMANE VERONA	38	itapat_1981_1
ZANARDO GIUSEPPE A VERONA	3675	itapat_1969_4
VENTURINI LUIGI	657	itapat_1990_41
NOE' ENRICO	399	itapat_1990_125
FIORINI ANTONIO A MONTORIO VERONESE VERONA	6117	itapat_1971_4
BRUSTOLIN RODOLFO A VERONA DR. ING. ENRICO CAVALLINI VIA Q. SELLA 4 VERONA	3798	itapat_1968_1
ZANARDO GIUSEPPE A VERONA	7420	itapat_1969_2
O.A.R.M. DI FIORINI ANTONIO E C. S.N.C. FR. MONTORIO VERONA	364	itapat_1982_1
BATTISTELLA ANTONIO A VERONA	5553	itapat_1968_2
ROSSI MARCO	429	itapat_1990_174
TOMMASINO STEFANO ANGELI ANDREA LEGNAGO VERONA	7047	itapat_1977_3
PASINI LUIGI VERONA	2117	itapat_1979_2
FERRARI ANTONIO	361	itapat_1990_46
FIORINI ANTONIO MONTORIO VERONA	5752	itapat_1977_1
LEARDINI ROBERTO CORRADINI FLAVIO RICCARDI MICHELE A VERONA	3722	itapat_1983_3
COLLA GIORGIO A VERONA	249	itapat_1983_1
BURATTI GIAN BASILIO PEROTTI GIULIANO S. BONIFACIO VERONA	3285	itapat_1980_2
ROSSI RENATO A VERONA	3450	itapat_1968_3
BATTISTELLA ANTONIO A VERONA	5702	itapat_1968_4
SECCHI GIOVANNI VERONA	5709	itapat_1979_3
MAGGIO MICHELE MAGGIO ANTONIO MADERNO DEL GARDA BRESCIA SANNINO MARIO BIANCO ROBERTO PESCHIERA DEL GARDA VERONA PZA BORNICO 17 MADERNO DEL GARDA BRESCIA E VLE REPUBBLICA 31 PESCHIERA DEL GARDA VERONA	4408	itapat_1981_2
MAMMI SERGIO A VERONA	331	itapat_1982_3
O.A.R.M. SNC DI FIORINI ANTONIO & C.	29	itapat_1990_100
DELLA MAGGIORE CLAUDIO SPAGOLLA AMELIA A VERONA	1486	itapat_1983_3
FIORINI ANTONIO A MONTORIO VERONESE VERONA	6092	itapat_1971_4
ROSSI PIETRO A VERONA	2282	itapat_1985_3
CECCHINI GIOVANNI	128	itapat_1990_126
O.A.R.M. SNC DI FIORINI ANTONIO & C.	21	itapat_1990_78
BELLINI LUIGI	978	itapat_1990_12
VENTURINI LUIGI	630	itapat_1990_80
ZANARDO GIUSEPPE A VERONA	104	itapat_1969_2
FERRARI DARIO	555	itapat_1990_36
FERRARI ANTONIO FUMANE VERONA	3184	itapat_1981_3
FIORENTINI RENZO E FIORENTINI CARLOA VERONA	947	itapat_1971_4
LA FUCINA DEI MIRACOLI DI DELLA CROCE VINCENZO	256	itapat_1990_178
BATTISTELLA ANTONIO A VERONA	2589	itapat_1970_3
O.A.R.M. SNC DI FIORINI ANTONIO & C.	30	itapat_1990_100
LEARDINI ROBERTO CORRADI FLAVIO A VERONA	3848	itapat_1983_3
LEARDINI ROBERTO A VERONA	5747	itapat_1974_3
BRA EREDI DI LUIGI ROSSI DI IVANO ROSSI E C. S.A.S. QUINTO DI VALPANTENA VERONA	2820	itapat_1987_2
PRAVADELLI CESARE, CHESINI VITTORIO, MENIN MARIO E PAGANI BRUNO A VERONA	3641	itapat_1968_4
BIANCHI FRANCESCO A VERONA	8069	itapat_1968_4
BRA EREDI LUIGI ROSSI DI IVANO ROSSI E C. S.A.S. QUINTO DI VALPANTENA VERONA	2782	itapat_1987_2
GRAZIOLI ENRICO	996	itapat_1990_134
LEARDINI ROBERTO VERONA	1011	itapat_1982_2
FERRARI ANTONIO	655	itapat_1990_42
DAL CANAL GIANNI A VERONA DR.ING.ENRICO CAVALLINI VIA Q.SELLA 4 VERONA	6512	itapat_1969_4
GUGLIELMI RODOLFO	381	itapat_1990_148
MASTELLA RENATO	946	itapat_1990_44
O.A.R.M. DI FIORINI ANTONIO E C. S.N.C. MONTORIO VERONA	2352	itapat_1979_2
MARTINELLI GIOVANNI BATTISTA COLOGNA VENETA VERONA	2948	itapat_1979_3
SILVESTRI LUIGI CASTEL D'AZZANO VERONA	3823	itapat_1982_1
GRANDI MARIA GRAZIA	243	itapat_1990_190
O.A.R.M. S.N.C. DI FIORINI ANTONIOE C.	318	itapat_1990_126
TECNO TEST DI DE ROSSI MICHELE	22	itapat_1990_80
ALBERTI GIORGIO A VERONA	1209	itapat_1985_3
PEZZOLO ADELCHI A VERONA DR.ING. ENRICO CAVALLINI VIA Q.SELLA 4 VERONA	3128	itapat_1969_2
MASTELLA RENATO	972	itapat_1990_127
BERSANI ROBERTO A VERONA	2445	itapat_1968_2
DALLA VALLE ROBERTO BUSSOLENGO VERONA	3328	itapat_1988_1
ZANARDO GIUSEPPE A VERONA	1277	itapat_1968_2
O.A.R.M. DI FIORINI ANTONIO E C. S.N.C. A VERONA	3185	itapat_1983_3
MARIANI PAOLO	809	itapat_1990_140
BIANCHI ALESSANDRO A VERONA	1686	itapat_1975_1
SARTORI MARCELLO BARDOLINO VERONA	1869	itapat_1979_1
BONGIORNO FRANCO A VERONA	2969	itapat_1974_1
O.A.R.M. S.N.C.DI FIORINI ANTONIO & C.A VERONA	915	itapat_1990_37
FERRARI DARIO	307	itapat_1990_157
MASTELLA RENATO	84	itapat_1990_53
VENTURINI ANTONIO	10	itapat_1990_30
CASTIGLIONI CARLO	517	itapat_1990_185
FIORINI ANTONIO A MONTORIO V.SE	2472	itapat_1975_2
BATTISTELLA ANTONIO A VERONA	5473	itapat_1968_4
GUGLIELMI RODOLFO	441	itapat_1990_187
T.A.S. DI RIZZI GIOVANNI E C. S.A.S. A VERONA	2165	itapat_1984_3
GRAZIOLI GIOVANNI FERRAMENTA A VERONA VLO PORTA VESCOVO 1/3	2310	itapat_1982_2
A VERONA BATTISTELLA ANTONIO	4865	itapat_1969_4
ROSSI GIORGIO A VERONA	491	itapat_1971_1
RAINBOW DI CAPPELLUTTI ALTOMARE CLAUDIO E C. S.A.S. VERONA	1211	itapat_1988_2
ANALYSIS DEL DOTT. VENTURINI LUIGISRL	630	itapat_1990_80
RIVA FRANCESCO	571	itapat_1990_47
BRAZZOLI CESARE	690	itapat_1990_162
CARLETTI GIORGIO	46	itapat_1990_6
VENTURINI LUIGI	430	itapat_1990_54
O.A.R.M. S.N.C. DI FIORINI ANTONIO & C.	401	itapat_1990_93
ZERMAN GINO A VERONA PRESO DR.ING.ENRICO CAVALLINI VIA Q.SELLA 4 VERONA	7283	itapat_1972_4
GUGLIELMI RODOLFO	592	itapat_1990_101
SOAVE GIUSEPPE RUZZENENTI GIUSEPPE A VERONA	439	itapat_1985_1
TOSI GIUSEPPE A VERONA	21	itapat_1987_2
ROSSI ALESSANDRO A VERONA	6749	itapat_1968_2
ROSSI ANDREA	287	itapat_1990_167
BONOMO CLAUDIO LEGNAGO VERONA	7929	itapat_1978_2
O.A.R.M. DI FIORINI ANTONIO E C. S.N.C.	3877	itapat_1981_3
BIANCHI GIOVANNI	400	itapat_1990_111
MASTELLA RENATO	824	itapat_1990_99
O.A.R.M. DI FIORINI ANTONIO E C. S.N.C. VERONA	492	itapat_1981_2
ROSSI PIETRO A VERONA	3390	itapat_1983_3
PEROBELLI ROBERTO IN STUDIO ARIANNA	824	itapat_1990_18
LOMBARDI LUIGINO A VERONA	2878	itapat_1981_3
ACO DI ROSSI GIORGIO A VERONA	6296	itapat_1972_4
FIORINI ANTONIO A VERONA FRAZ.MONTORIO	7285	itapat_1972_4
MASTELLA RENATO	823	itapat_1990_99
BERTI GIORGIO CALDIERO VERONA	1881	itapat_1988_1
PANDOLFI GIORGIO A MONTUOLO LUCCA	3402	itapat_1982_2
BIANCHI FRANCESCO A VERONA	5087	itapat_1969_1
ROSSI LUIGI A VERONA	4751	itapat_1970_1
SIGNORINI ALBERTO A VERONA	85	itapat_1971_4
ZANARDO GIUSEPPE A VERONA	4917	itapat_1968_4
BRA S.A.S. EREDI LUIGI ROSSI DI IVANO ROSSI E C. VERONA	774	itapat_1987_3
BERTOLI MAURIZIO GASPARINI GIOVANNI SALIZZOLE ENGAZZA VERONA	3049	itapat_1980_2
GIACOMIN GIANFRANCO VERONA	4202	itapat_1978_1
DAL NEGRO ROBERTO	283	itapat_1990_11
ROSSI GIUSEPPE	420	itapat_1990_55
TECNORED S.A.S. DI PAOLO MARIANIE C.	381	itapat_1990_17
FERRARESE GIOVANNI	220	itapat_1990_41
PEROBELLI ROBERTO IN STUDIO ARIANNA	487	itapat_1990_25
CASTIGLIONI CARLO	867	itapat_1990_172
O.A.R.M. DI FIORINI ANTONIO E C. S.N.C. A VERONA	1966	itapat_1987_1
MACARIO RICCARDO, BORELLI DARIO A VESIME, ASTI E GANDOLFO GIUSEPPE A S. GIORGIO SCARAMPI, ASTI	1006	itapat_1968_4
MARATTI EZIO ANGELO	633	itapat_1990_41
CONTI DOMENICO S.N.C DI CONTI GIUSEPPE, FEDERICO E LUCA	515	itapat_1990_174
INGEGNERI AUGUSTO A VETRALLA, VITERBO	308	itapat_1974_2
INGEGNERI AUGUSTO A VETRALLA VT	7267	itapat_1977_3
RICCI EMILIANO	116	itapat_1990_134
POGGI ROBERTO	151	itapat_1990_95
POGGI ROBERTO A VEZZANO LIGURE LA SPEZIA	1481	itapat_1987_2
FERRARI ANGELO	275	itapat_1990_98
FERRARI ANGELO	487	itapat_1990_115
FERRARI ANGELO	488	itapat_1990_115
TURIN ELIO	27	itapat_1990_155
TURIN ELIO	28	itapat_1990_155
TURIN ELIO	806	itapat_1990_144
TURIN ELIO	448	itapat_1990_144
DIEFFE DI ROSSI GIOVANNI E C. S.N.C.	488	itapat_1990_76
F.LLI ZANICHELLI SNC DI ZANICHELLI ENNIO & FERMINA	684	itapat_1990_112
GOZZI MASSIMO E ROSSI ERNESTO A CICOGNARA MANTOVA	7316	itapat_1968_2
ORECCHIA CARLO ALBERTO	52	itapat_1990_136
BACCHI ROBERTO	538	itapat_1990_140
DIEFFE DI ROSSI GIOVANNI	133	itapat_1990_9
ZANICHELLI ROBERTO	335	itapat_1990_103
VITA ROBERTO CARRARA MS VIALE XX SETTEMBRE,69	2121	itapat_1981_3
ROSSI GIULIANO	698	itapat_1990_23
LENZI SERGIO A VIAREGGIO LUCCA	3310	itapat_1968_2
DI GIORGIO GIORGIO A VIAREGGIO LUCCA	3431	itapat_1982_1
CAROZZA GIUSEPPE,VIAREGGIO LU VIA VESPUCCI, 287 VIAREGGIO LU VIA VESPUCCI,287	2391	itapat_1983_2
BONETTI MARIO	604	itapat_1990_145
QUADRELLI ENZO A VIAREGGIO LUCCA	4506	itapat_1970_1
BIANCHI GIORGIO E BIANCHI RICCARDO A VIAREGGIO LUCCA	1515	itapat_1978_1
ROSSI GIULIANO	644	itapat_1990_11
ORLANDI FRANCESCO TORRE DEL LAGO VIAREGGIO LU VIA GARIBALDI, 8	4721	itapat_1981_3
DICIOTTI GIULIANO A VIAREGGIO LUCCA	233	itapat_1971_3
FERRARI MARCO	282	itapat_1990_10
DAMATO ROBERTO	176	itapat_1990_164
QUADRELLI ENZO A VIAREGGIO LUCCA	3920	itapat_1968_4
ROSSI GIULIANO	272	itapat_1990_50
QUADRELLI ENZO A VIAREGGIO LUCCA	3918	itapat_1968_4
MADONNA GIOVANNI	233	itapat_1990_10
CARRARO DIEGO	434	itapat_1990_32
FONTANA GIANFRANCO A VICENZA	6370	itapat_1970_3
MARTINI ROBERTO	658	itapat_1990_177
CATTANEO GIOVANNI BATTISTA	667	itapat_1990_60
CATTANEO GIOVANNI BATTISTA	666	itapat_1990_60
MORSELLI FERDINANDO A VICENZA	2624	itapat_1986_1
BRAIDOTTI ROBERTO A VICENZA	735	itapat_1986_3
PAROLARI MAURIZIO	854	itapat_1990_149
GALVANELLI GIUSEPPE A VICENZA	6570	itapat_1968_2
CODATTO ANTONIO LONIGO VICENZA	2497	itapat_1987_2
ALBANESE LUCIANA VICENZA VI	1168	itapat_1982_1
GALLIAZZO GIOVANNI CAVALLIERE GIACINTO FIORETTO ALVERINO ZANE' VICENZA	2839	itapat_1978_3
FAVERO ANTONIO TORRI DI QUANTESOLO VICENZA	3922	itapat_1981_3
BARBIERI GIOVANNI DUEVILLE VICENZA	1959	itapat_1980_2
FERRARI ANDREA	335	itapat_1990_95
FONTANA DANIELE	998	itapat_1990_35
LETO ANTONIO	452	itapat_1990_58
GALVANELLI GIUSEPPE A VICENZA	4666	itapat_1970_1
SARTORI GIORGIO MONTORSO VICENZA	490	itapat_1980_2
LETO ANTONIO	926	itapat_1990_154
LETO ANTONIO	177	itapat_1990_53
MORSELLI FERDINANDO A VICENZA	2622	itapat_1986_1
F.A.S. DI ADRIANI ANTONIO E SANTINO S.N.C. ZANE' VICENZA	3790	itapat_1980_3
CARRARO DIEGO	462	itapat_1990_102
CARRARO DIEGO	811	itapat_1990_150
ROSCINI ALBERTO COSTABISSARA VICENZA MARANGONO GIORGIO VICENZA	2840	itapat_1979_2
LETO ANTONIO	860	itapat_1990_50
MARANGONI CESARE ALBERTO	98	itapat_1990_191
FONTANA DANIELE	390	itapat_1990_79
SARTORI LUIGI GIUSEPPE ROANA VICENZA	1855	itapat_1977_3
VETTORE RENZO ARCUGNANO VICENZA	2015	itapat_1981_2
LIEVORE LUCIANO	490	itapat_1990_15
FONTANA DANIELE	12	itapat_1990_71
BARBIERI GIOVANNI DUEVILLE VICENZA	2525	itapat_1982_1
CARRARO DIEGO	795	itapat_1990_70
DE GOBBI GRAZIANO VICENZA	5089	itapat_1979_1
CESTARO GIORGIO MONTICELLO CONTE OTTO VICENZA	3610	itapat_1979_1
MARTINI GIOVANNI BATTISTA ZUGLIANO VICENZA	591	itapat_1978_2
RIZZI GIOVANNI A VICENZA	2603	itapat_1973_1
FIORI EUGENIO VALDAGNO VICENZA	2416	itapat_1982_1
ROSSI ALESSANDRO TORRI DI QUARTESOLO VICENZA	1833	itapat_1981_1
CARRARO ADRIANO A VICENZA ROSSI GIUSEPPE	1153	itapat_1988_3
FERRO MILONE FRANCESCO	287	itapat_1990_165
FERRO MILONE FRANCESCO	984	itapat_1990_129
MARANGONI CESARE ALBERTO	502	itapat_1990_191
CARRARO DIEGO	949	itapat_1990_40
GALVANELLI GIUSEPPE A VICENZA	3853	itapat_1970_2
LETO ANTONIO	479	itapat_1990_49
LAGO ANTONIO TEZZE SUL BRENTA VICENZA	3601	itapat_1980_2
LETO ANTONIO	115	itapat_1990_4
SARTORI LUIGI ROANA VICENZA	2232	itapat_1979_3
CATTANEO GIOVANNI BATTISTA	548	itapat_1990_100
BOSCATO GIORGIO VILLAVERLA VICENZA	2324	itapat_1987_3
DE GOBBI GRAZIANO ARCUGNANO VICENZA	6055	itapat_1977_1
FONTANA ROBERTO	308	itapat_1990_181
ZENERE GIORGIO	915	itapat_1990_144
ROSSI ANGELO BASSANO DEL GRAPPA VICENZA	212	itapat_1988_2
SARTORI FRANCO	422	itapat_1990_82
MORSELLI FERDINANDO A VICENZA	2214	itapat_1986_3
BASSO GIORGIO	428	itapat_1990_187
FRIGO LUIGI MARTINI SERGIO SCHIO VICENZA	1293	itapat_1978_2
STEFANI GIUSEPPE VICENZA	80	itapat_1979_2
PICCOLI ANTONIO SOVILLA LIVIO A VICENZA	1145	itapat_1987_1
FABRIS MARIO ROSA' VICENZA	2296	itapat_1978_1
MAPELLI ANGELO	483	itapat_1990_150
MORSELLI FERDINANDO A VICENZA	2623	itapat_1986_1
MARANGONI CESARE ALBERTO	753	itapat_1990_193
LETO ANTONIO	238	itapat_1990_146
PICCOLI ANTONIO A VICENZA	2462	itapat_1984_1
CODATTO ANTONIO LONIGO VICENZA	3084	itapat_1987_2
CARRARO DIEGO	584	itapat_1990_129
PERETTO MARCO VALENTE	2	itapat_1990_169
CESAROTTI ROBERTO COSTABISSARA VICENZA	757	itapat_1981_3
LETO ANTONIO	434	itapat_1990_142
SARTORI LUIGI GIUSEPPE ROANA VICENZA	7736	itapat_1976_3
ALBANESE LUCIANO VICENZA VI	1167	itapat_1982_1
COCECCHIN SERGIO GALLIERA VENETA PADOVA MARIN TARCISIO PADOVA PAVIOLA SERGIO NOVENTA PADOVANA STURARO ELIO S. VITO VIGONZA PADOVA ZORDAN ANTONIO VICENZA	6135	itapat_1978_2
CICERI ROBERTO	662	itapat_1990_172
MAPELLI ANGELO	454	itapat_1990_187
ROSSI FRANCESCO A VICENZA	2602	itapat_1975_1
PASTORELLO GIOVANNI PASTORELLO BRUNO NOVENTA VICENTINA VICENZA SCHIO VICENZA	4537	itapat_1978_1
CARRARO DIEGO	102	itapat_1990_54
MARANZAN GIAMPIETRO VICENZA FRANCO FRANCO MONTICELLO CO. OTTO VICENZA	3932	itapat_1982_1
LETO ANTONIO	738	itapat_1990_176
FERRARI ANGELO	910	itapat_1990_35
CARRARO DIEGO	479	itapat_1990_96
MORSELLI FERDINANDO A VICENZA	2621	itapat_1986_1
SARTORI LUIGI ROANA VICENZA	5131	itapat_1979_2
MAZZON FRANCO RIZZO SERGIO VICENZA	1498	itapat_1982_2
PROFILISTER DI ROSSI LUCIANO A S.GIOVANNI ALLA VENA PISA	4803	itapat_1971_1
F.LLI SACCHI DI SACCHI ANGELO E C. S.N.C.	623	itapat_1990_176
MESSINA CESARE AUGUSTO	846	itapat_1990_30
OFFICINE MECCANICHE MOLINA E BIANCHI SOCIETA DI FATTO DI MOLINA GIUSEPPE E BIANCHI CARLO A VIGEVANO PAVIA	2363	itapat_1971_1
GALLI EMILIO A VIGEVANO PAVIA	2639	itapat_1983_1
BELLINTANI SILVANO	462	itapat_1990_167
BOCCA ALBERTO E PAGANI MARIO A VIGEVANO PAVIA	4365	itapat_1971_1
BOCCA ALBERTO E PAGANI MARIO A VIGEVANO PAVIA	2953	itapat_1971_1
FASSINA LUIGI A VIGEVANO PAVIA	8053	itapat_1970_2
RECES OFFICINA MECCANICA DI REINA CESARE A VIGEVANO, PAVIA	3094	itapat_1971_2
LOCATELLI MARCO	728	itapat_1990_105
G.F.D. DI PIERLUIGI GILARDI EUGENIO FONTANA E GIOVANNI DRISALDI A VIGEVANO PAVIA	2194	itapat_1972_2
BOCCA ALBERTO E PAGANI MARIO A VIGEVANO PAVIA	7447	itapat_1968_1
GOLINELLI AMEDEO A VIGEVANO PAVIA	2529	itapat_1972_1
OFFICINA MECCANICA RECES DITTA INDIVIDUALE DI REINA CESARE A VIGEVANO PAVIA	1139	itapat_1983_2
OFFICINE MECCANICHE MOLINA E BIANCHI SOCIETA DI FATTO DI MOLINA GIUSEPPE E BIANCHI CARLO A VIGEVANO, PAVIA	4003	itapat_1970_4
DEMARTINI BRUNO A VIGEVANO PAVIA	1039	itapat_1973_1
BOCCA ALBERTO E PAGANI MARIO A VIGEVANO PAVIA	4055	itapat_1971_1
BELLINTANI SILVANO VITTORIO A VIGEVANO PAVIA	2490	itapat_1987_1
BOCCA ALBERTO E PAGANI MARIO A VIGEVANO PAVIA	4950	itapat_1970_3
ARNERI FRANCO A VIGEVANO PAVIA	1987	itapat_1973_2
ELETTROMECCANICA GILI E FRANZOSI E GILARDI PIERLUIGI FONTANA EUGE NIO E DRISALDI GIOVANNI A VIGEVANO PAVIA	6366	itapat_1969_4
CERVI GIUSEPPE A VIGEVANO PAVIA	3342	itapat_1973_2
OFF.MECC.MOLINA E BIANCHI S.D.F. DI MOLINA GIUSEPPE E BIANCHI CARLO A VIGEVANO PAVIA	7604	itapat_1975_1
MORETTI BRUNO	816	itapat_1990_167
OFF.MECC. MOLINA E BIANCHI S.D.F. DI MOLINA GIUSEPPE E BIANCHI CARLO A VIGEVANO PAVIA	6050	itapat_1975_2
OFFICINE MECCANICHE MOLINA E BIAN CHI SOCIETA DI FATTO DI MOLINA GIUSEPPE E BIANCHI CARLO A VIGEVANO, PAVIA	3628	itapat_1971_3
MINOLA GIUSEPPE E MINOLA EMILIO A VIGEVANO PAVIA	5495	itapat_1971_3
OFFICINE MECCANICHE MOLINA E BIANCHI SOC.DI FATTO DI MOLINA GIUSEPPE E BIANCHI CARLO A VIGEVANO PAVIA	9811	itapat_1973_2
COMUZIO ROBERTO A VIGEVANO PAVIA	1415	itapat_1987_1
SQUILLACI GIUSEPPE	539	itapat_1990_35
FAGIOLI CARLO ALBERTO	680	itapat_1990_45
ELETTROMECCANICA S.A.S. MAZZINI MOTORI DI SANGIORGI E C. A VIGEVANO PAVIA E SOCIETA DI FATTO TMC DI PRANDI MAROCCO ROBERTO BRUSTIA E ERNESTO BRUSTIA	5366	itapat_1970_4
BOCCA ALBERTO E PAGANI MARIO A VIGEVANO PAVIA	5603	itapat_1973_1
ENNEGI DI NEGRINI GIOVANNI A VIGEVANO	2252	itapat_1984_1
GALLI EMILIO	42	itapat_1990_101
FABOZZI ALBERTO	180	itapat_1990_5
FASSINA LUIGI A VIGEVANO PAVIA	8288	itapat_1970_2
BELLINTANI SILVANO VITTORIO VIGEVANO (PV)	194	itapat_1988_3
MORETTI BRUNO	845	itapat_1990_126
COMUZIO ROBERTO A VIGEVANO,PAVIA	4615	itapat_1978_2
DEMARTINI BRUNO A VIGEVANO PAVIA	7481	itapat_1972_4
CARNEVALE CARLINO GIANCARLO	606	itapat_1990_0
MESCHIA GIOVANNI E PEROTTI GIUSEPPE A VIGEVANO PAVIA	6023	itapat_1971_4
DEROSSI MASSIMO SRL	355	itapat_1990_172
DEROSSI MASSIMO SRL	656	itapat_1990_191
RIVETTI ROBERTO A VIGLIANO BIELLESE VERCELLI BERTOLINI ROBERTO A MONTECATINI PISTOIA	2958	itapat_1968_2
DEROSSI MASSIMO S.R.L.	185	itapat_1990_157
KIVI ALLESTIMENTI SPECIALI MOBILITYDI GIBERTI GIANCARLO E FASSONE CARLA S.N.C. ORA KIVI SRL	940	itapat_1990_144
MANDELLI GIANFRANCO , FERRARI LUCIANO E GASIANI GIUSEPPE A VIGNOLA MODENA	6836	itapat_1968_3
FERRARI LUCIANO A VIGNOLA MODENA	5001	itapat_1968_3
A VIGNOLA MODENA MANDELLI GIANFRANCO, FERRARI LUCIANO E GASIANI GIUSEPPE	1585	itapat_1968_3
FERRARI LUCIANO A VIGNOLA MODENA	5000	itapat_1968_3
ROSSI FERNANDO	702	itapat_1990_17
PULEO IGNAZIO	359	itapat_1990_186
ILLOTTI ALBERTO	555	itapat_1990_89
GALLI FRANCO A COGOZZO MANTOVA	6786	itapat_1968_4
COLOMBO LUCA ALBERTO	304	itapat_1990_102
CATTANEO ROBERTO	810	itapat_1990_113
LOMBARDO GIUSEPPE	282	itapat_1990_94
BERTI PAVIMENTI LEGNO SNC DI BERTI GIANCARLO E C.	404	itapat_1990_23
BERTI PAVIMENTI LEGNO S.N.C. DI BERTI GIANCARLO & C.	549	itapat_1990_170
BERNARDI DANIELE	87	itapat_1990_88
FERRO VITTORIO	884	itapat_1990_9
FERRO VITTORIO	637	itapat_1990_37
FRIGERIO & CORAZZA S.N.C. DIFRIGERIO GIORGIO & CORAZZA ANNA	267	itapat_1990_72
PICCOLI MARIO A VILLAGUARDIA COMO	8297	itapat_1970_2
TESSITURA TELE METALLICHE ROSSI OLIVIERO & C.S.R.L.	269	itapat_1990_121
FRIGERIO & CORAZZA S.N.C. DIFRIGERIO GIORGIO & CORAZZA ANNA	720	itapat_1990_83
PICCOLI MARIO A VILLAGUARDIA COMO	1227	itapat_1969_4
TESSITURA TELE METALLICHE ROSSI OLIVIERO & C.S.R.L.	849	itapat_1990_130
PICCOLI MARIO A VILLA GUARDIA COMO	8156	itapat_1969_4
FRIGERIO & CORAZZA S.N.C. DIFRIGERIO GIORGIO E CORAZZA ANNA	614	itapat_1990_30
FRIGERIO E CORAZZA S.N.C. DIFRIGERIO GIORGIO E CORAZZA ANNA	449	itapat_1990_17
FRIGERIO & CORAZZA S.N.C. DIFRIGERIO GIORGIO & CORAZZA ANNA	397	itapat_1990_71
COLLINI PAOLO	628	itapat_1990_182
GUALTIERI ANTONIO	223	itapat_1990_33
BELLONI FRANCO A VILLADOSSOLA, NOVARA	2170	itapat_1972_4
C.M.G. DI FACCIOLI GIOVANNI	563	itapat_1990_22
BIANCHI STEFANO	155	itapat_1990_138
BIANCHI STEFANO	55	itapat_1990_128
UBERTI FOPPA GIOVANNI BATTISTA S.R.L.	738	itapat_1990_81
FAGNANI GABRIELE	529	itapat_1990_52
FAGNANI GABRIELE	800	itapat_1990_132
LORENZO BARBIERI A VILLAGGIO SERENO BRESCIA	1370	itapat_1987_1
LORENZO BARBIERI A VILLAGGIO SERENO BRESCIA	1371	itapat_1987_1
GENTILE GIUSEPPE E LIBERATI BRUNO A VILLAMAGNA CHIETI ...................................	1444	itapat_1981_1
TESOLIN LUCIANO VILLANOVA (PESCARA)	2917	itapat_1988_3
CAVALLINI FRANCO A VILLANOVA, MODENA E LUPPI ALFIO A MODENA	3566	itapat_1971_4
PORRPLASTIC DI LUIGI PORRO A VILLANOVA CANAVESE, TORINO	7408	itapat_1974_3
PORRPLASTIC DI LUIGI PORRO A VILLANOVA CANAVESE TORINO	2208	itapat_1976_3
FRIVOLA EDOARDO STEFANO GIORGIO A VILLANOVA DI MARSCIANO PG	1384	itapat_1978_3
BERNARDI ANDREA	797	itapat_1990_38
CANTORE CLAUDIO	451	itapat_1990_80
A VILLARICCA,NAPOLI DE FRANCESCO GIUSEPPE E GAMBI RIC CARDO LI	2973	itapat_1985_2
SANTAGOSTINO ANGELO GIOVANNI	515	itapat_1990_162
CORBETTA DANIELE	284	itapat_1990_181
RADAELLI GIOVANNI A VILLASANTA MILANO	5014	itapat_1975_1
A VILLASANTA MILANO ROSSI ROBERTO	7873	itapat_1973_2
SANTAGOSTINO ANGELO GIOVANNI	512	itapat_1990_126
RADAELLI GIOVANNI A VILLASANTA MILANO	3966	itapat_1970_2
BORELLI RICCARDO	889	itapat_1990_103
VALLI ANGELO E VALLI ALFREDO A VILLONGO BERGAMO BIANCHI TERENZIO E GUSBERTI EMILIO A VIGEVANO PAVIA	6960	itapat_1971_1
BENVENUTI MAURIZIO E BENVENUTI LUIGI A LANCENIGO DI VILLORBA TREVISO	4179	itapat_1969_1
DE FRANCO MARIO	691	itapat_1990_118
BENVENUTI MAURIZIO ZAROS LIVIO GALLINA MAURO SANTOMO DINO A FONTANE DI VILLORBA TREVISO	4575	itapat_1975_2
BENVENUTI MAURIZIO	731	itapat_1990_94
BENVENUTI MAURIZIO E BENVENUTI LUIGI A LANCENIGO DI VILLORBA TREVISO	4180	itapat_1969_1
BENVENUTI MAURIZIO E BENVENUTI LUIGI A LANCENIGO DI VILLORBA, TREVISO	3352	itapat_1970_4
COSTA ALBERTO A VIMERCATE MILANO	1126	itapat_1987_1
LIMONTA ALBERTO	758	itapat_1990_126
SALA GIOVANNI	418	itapat_1990_180
CASIRAGHI LUIGI A VIMERCATE MILANO	6622	itapat_1971_1
BRAMBILLA CARLO A VIMERCATE MILANO	3953	itapat_1971_2
LIMONTA ALBERTO	418	itapat_1990_180
CARLO BRAMBILLA IMBALLAGGI COM PENSATO S.P.A. A VIMERCATE MILANO	4794	itapat_1969_4
MASINI LUCIANO	179	itapat_1990_59
ROSSI LUCIANO	298	itapat_1990_143
BERTELLI ENZO	480	itapat_1990_18
MARINI SERGIO	432	itapat_1990_93
MIOTTO SERGIO QUINTO DI TREVISO TREVISO AGOSTINELLI ALDO CIVITA CASTELLANA VITERBO	3777	itapat_1988_2
PANDOLFO SALVATORE MARIO	457	itapat_1990_108
PANDOLFO SALVATORE MARIO	213	itapat_1990_10
PANDOLFO SALVATORE MARIO	470	itapat_1990_181
PANDOLFO SALVATORE MARIO	331	itapat_1990_175
PANDOLFO SALVATORE MARIO	833	itapat_1990_97
PANDOLFO SALVATORE MARIO	794	itapat_1990_97
CASTELLARI GIORGIO	747	itapat_1990_122
MARCELLI GIUSEPPE A BASSANO ROM. LOC. VALLENZANO VITERBO	1965	itapat_1988_1
